trader_id,strategy,instrument,action,position_size,entry_price,pnl,is_win,holding_hours,risk_reward_ratio,fees,timestamp,emotional_state,net_pnl,is_profitable
trader_000,mean_reversion,ETH-USD,BUY,3685.26,998.8021513550018,104.66,True,11.06,2.8,0.32,2025-09-03 12:43:01.430854,confiant,104.34,True
trader_000,mean_reversion,NVDA,SELL,3453.9,1044.619887725296,68.24,True,28.64,1.83,0.32,2025-09-03 09:38:29.882688,confiant,67.92,True
trader_000,swing_trading,TSLA,SELL,6140.56,1803.938806231562,198.22,True,134.81,2.15,0.99,2025-09-03 13:26:43.466956,nerveux,197.23,True
trader_000,swing_trading,MSFT,BUY,7500.83,1120.0972250625866,-259.79,False,102.24,2.55,0.59,2025-09-03 08:43:01.693099,confiant,-260.38,False
trader_000,swing_trading,NVDA,BUY,8099.8,1704.8453515372794,131.46,True,89.7,1.25,0.49,2025-09-03 11:59:17.186955,avide,130.97,True
trader_000,mean_reversion,AAPL,SELL,4514.74,719.2079792206869,85.94,True,46.52,1.81,0.29,2025-09-04 13:11:45.519897,confiant,85.64999999999999,True
trader_000,mean_reversion,NVDA,BUY,5458.97,1402.4110682436149,-99.78,False,16.06,2.21,0.17,2025-09-04 12:02:24.510313,calme,-99.95,False
trader_000,swing_trading,GOOGL,SELL,2724.76,216.66914237797735,-333.69,False,54.78,2.0,1.5,2025-09-04 12:37:55.114487,nerveux,-335.19,False
trader_000,swing_trading,NVDA,BUY,5181.63,433.1475070292872,466.67,True,109.49,2.11,1.33,2025-09-04 13:19:05.887011,calme,465.34000000000003,True
trader_000,swing_trading,AAPL,SELL,6344.79,1902.2676338506337,160.74,True,165.03,1.26,0.62,2025-09-04 11:11:54.419314,confiant,160.12,True
trader_000,mean_reversion,TSLA,SELL,7846.5,921.2230328983669,-47.23,False,32.94,1.6,0.05,2025-09-05 10:42:12.454299,calme,-47.279999999999994,False
trader_000,mean_reversion,META,SELL,6098.16,230.66443853002767,-51.08,False,16.14,2.6,0.08,2025-09-05 12:51:16.697627,avide,-51.16,False
trader_000,mean_reversion,ETH-USD,BUY,3110.79,1601.7818229574218,32.91,True,23.26,1.97,0.04,2025-09-05 07:38:29.089230,avide,32.87,True
trader_000,mean_reversion,ETH-USD,BUY,7066.71,1721.4298242421921,-40.29,False,39.92,2.4,0.16,2025-09-05 11:28:35.412918,nerveux,-40.449999999999996,False
trader_000,mean_reversion,ETH-USD,BUY,3829.95,1523.493232690582,134.94,True,26.49,2.12,0.16,2025-09-05 13:13:40.708612,avide,134.78,True
trader_000,mean_reversion,BTC-USD,SELL,3273.52,107.84955176041032,-48.16,False,41.42,1.51,0.2,2025-09-05 08:31:03.836502,nerveux,-48.36,False
trader_000,mean_reversion,ETH-USD,SELL,3979.11,1440.197541640121,-66.01,False,16.73,1.46,0.24,2025-09-05 13:13:21.534780,confiant,-66.25,False
trader_000,mean_reversion,EUR/USD,BUY,5513.96,196.16884953611876,-35.15,False,44.32,1.94,0.14,2025-09-05 08:02:45.256557,peureux,-35.29,False
trader_000,swing_trading,AAPL,SELL,7707.04,816.6475554902187,-257.65,False,43.18,1.83,0.53,2025-09-05 08:45:18.864253,nerveux,-258.17999999999995,False
trader_000,mean_reversion,META,BUY,7471.96,1905.9588069354345,-33.33,False,6.11,2.57,0.13,2025-09-06 07:55:46.707625,confiant,-33.46,False
trader_000,mean_reversion,AMZN,SELL,4148.25,1188.0910743346956,148.91,True,2.27,3.27,0.35,2025-09-06 11:36:47.922389,calme,148.56,True
trader_000,mean_reversion,MSFT,SELL,6527.49,790.5070861542647,-112.2,False,28.14,1.57,0.46,2025-09-06 11:19:37.641621,confiant,-112.66,False
trader_000,swing_trading,META,SELL,7456.15,463.72424323005293,-237.43,False,101.03,1.53,0.53,2025-09-06 14:03:10.288973,nerveux,-237.96,False
trader_000,swing_trading,BTC-USD,BUY,5322.95,696.9049422562908,-173.01,False,116.37,3.36,0.83,2025-09-06 09:41:35.061957,nerveux,-173.84,False
trader_000,swing_trading,TSLA,BUY,7127.9,901.452171735586,-238.43,False,25.14,2.7,0.6,2025-09-06 14:21:27.200606,calme,-239.03,False
trader_000,mean_reversion,AMZN,BUY,6766.65,1269.8629642075994,143.67,True,35.42,1.49,0.4,2025-09-07 10:15:11.546017,peureux,143.26999999999998,True
trader_000,mean_reversion,ETH-USD,BUY,7391.39,456.7275092477634,-43.33,False,32.94,2.1,0.06,2025-09-07 09:26:02.950795,peureux,-43.39,False
trader_000,mean_reversion,GOOGL,SELL,4710.72,610.2424192127531,43.95,True,4.89,1.5,0.11,2025-09-07 12:24:12.243496,confiant,43.84,True
trader_000,mean_reversion,EUR/USD,SELL,8043.01,1893.1789434886746,-49.02,False,9.72,3.15,0.17,2025-09-07 12:19:07.926242,peureux,-49.190000000000005,False
trader_000,mean_reversion,ETH-USD,SELL,5498.91,629.1881969334419,52.68,True,17.54,3.14,0.21,2025-09-07 11:40:09.240624,nerveux,52.47,True
trader_000,mean_reversion,MSFT,SELL,7534.42,537.0461491707276,-87.51,False,37.39,1.89,0.18,2025-09-07 10:19:25.618695,confiant,-87.69000000000001,False
trader_000,mean_reversion,BTC-USD,SELL,7033.12,236.86990714908427,44.48,True,5.3,1.8,0.1,2025-09-07 12:22:36.098653,calme,44.379999999999995,True
trader_000,mean_reversion,MSFT,BUY,7003.4,1204.7550760777294,-32.59,False,7.86,1.76,0.11,2025-09-07 08:41:11.252983,avide,-32.7,False
trader_000,swing_trading,AMZN,SELL,3694.69,1875.0244961944102,150.05,True,71.24,2.9,0.17,2025-09-07 12:32:23.107299,avide,149.88000000000002,True
trader_000,swing_trading,AAPL,BUY,6482.16,853.048463649417,-142.82,False,105.26,2.89,0.38,2025-09-07 12:22:43.139114,calme,-143.2,False
trader_000,mean_reversion,NVDA,BUY,4017.3,1812.0661187665223,98.82,True,33.97,2.27,0.31,2025-09-08 10:26:02.876714,confiant,98.50999999999999,True
trader_000,mean_reversion,META,BUY,4839.09,841.4381954337531,108.97,True,31.97,1.95,0.41,2025-09-08 11:01:37.946259,avide,108.56,True
trader_000,mean_reversion,AMZN,SELL,7046.64,187.08822761357607,-67.61,False,29.33,2.81,0.25,2025-09-08 12:21:51.029702,nerveux,-67.86,False
trader_000,mean_reversion,MSFT,SELL,3447.98,1759.5741527687082,-116.37,False,47.4,3.12,0.28,2025-09-08 14:30:47.769692,confiant,-116.65,False
trader_000,mean_reversion,MSFT,SELL,2838.36,496.70413257430914,116.11,True,16.39,1.68,0.57,2025-09-08 12:57:39.635336,avide,115.54,True
trader_000,mean_reversion,TSLA,SELL,6907.17,1797.4978665765452,53.52,True,10.34,2.37,0.16,2025-09-08 14:09:50.425059,nerveux,53.36000000000001,True
trader_000,mean_reversion,AAPL,SELL,3425.43,1051.7937478076988,-34.37,False,23.8,2.8,0.06,2025-09-08 14:12:16.480326,nerveux,-34.43,False
trader_000,mean_reversion,MSFT,BUY,7779.4,1037.3508957850295,134.95,True,37.4,2.68,0.43,2025-09-08 08:09:13.571790,calme,134.51999999999998,True
trader_000,swing_trading,GOOGL,SELL,4807.72,1741.880352595884,-382.25,False,95.73,2.84,1.19,2025-09-08 10:02:56.084808,nerveux,-383.44,False
trader_000,swing_trading,NVDA,BUY,3319.42,668.4807176252319,129.44,True,78.29,2.84,0.6,2025-09-08 10:20:11.134690,avide,128.84,True
trader_000,swing_trading,AMZN,BUY,6939.01,1706.7037823332564,-305.71,False,98.77,2.78,0.6,2025-09-08 12:26:10.174573,nerveux,-306.31,False
trader_000,mean_reversion,MSFT,BUY,6976.89,1583.9582101524736,-77.36,False,10.43,1.89,0.18,2025-09-09 08:24:54.617478,peureux,-77.54,False
trader_000,mean_reversion,TSLA,SELL,3130.57,1182.0577674125554,92.43,True,44.94,2.7,0.25,2025-09-09 11:55:51.126866,peureux,92.18,True
trader_000,mean_reversion,AAPL,SELL,7596.41,1168.1338588386486,-73.62,False,39.81,1.44,0.35,2025-09-09 10:31:09.247615,confiant,-73.97,False
trader_000,mean_reversion,ETH-USD,SELL,3459.19,55.02428088579958,57.03,True,30.96,1.41,0.13,2025-09-09 07:47:25.806807,peureux,56.9,True
trader_000,mean_reversion,AAPL,BUY,7271.59,440.9004691880827,-50.12,False,6.15,1.24,0.25,2025-09-09 12:42:15.926644,calme,-50.37,False
trader_000,swing_trading,EUR/USD,SELL,5839.79,1509.6551485390517,-300.03,False,32.2,2.5,0.55,2025-09-09 12:01:08.385154,nerveux,-300.58,False
trader_000,mean_reversion,AMZN,SELL,7350.8,102.34287428938586,110.15,True,19.31,2.27,0.44,2025-09-10 14:34:30.376014,confiant,109.71000000000001,True
trader_000,mean_reversion,META,BUY,6031.17,1420.8560080270508,-68.38,False,13.08,1.71,0.13,2025-09-10 08:02:58.504015,confiant,-68.50999999999999,False
trader_000,mean_reversion,GOOGL,BUY,2723.68,1486.9190807499128,129.15,True,20.78,2.87,0.37,2025-09-10 11:17:16.201578,nerveux,128.78,True
trader_000,mean_reversion,NVDA,SELL,6361.27,614.5695260491954,111.89,True,6.42,2.92,0.45,2025-09-10 11:21:07.850986,confiant,111.44,True
trader_000,mean_reversion,MSFT,SELL,7979.3,434.5561523542621,71.5,True,26.43,2.17,0.16,2025-09-10 11:44:40.737803,avide,71.34,True
trader_000,mean_reversion,ETH-USD,SELL,6201.41,1673.9035484187043,-109.59,False,32.33,1.78,0.22,2025-09-10 12:51:44.157663,confiant,-109.81,False
trader_000,mean_reversion,NVDA,SELL,3273.88,1976.543886979627,-44.54,False,32.6,1.25,0.07,2025-09-10 08:39:04.942765,confiant,-44.61,False
trader_000,swing_trading,META,SELL,4493.45,1991.2936331638734,-123.13,False,45.07,2.75,0.32,2025-09-10 09:18:27.812966,calme,-123.44999999999999,False
trader_000,swing_trading,GOOGL,BUY,6016.93,944.1741563787994,-234.07,False,48.92,2.67,1.15,2025-09-10 08:39:48.134636,nerveux,-235.22,False
trader_000,mean_reversion,AMZN,SELL,7623.94,1658.292962860221,-87.82,False,12.34,1.95,0.16,2025-09-11 13:35:33.934774,avide,-87.97999999999999,False
trader_000,mean_reversion,EUR/USD,SELL,6562.93,81.70697361243413,96.65,True,33.18,3.13,0.31,2025-09-11 11:42:57.765280,calme,96.34,True
trader_000,mean_reversion,NVDA,SELL,7575.91,1534.0154079498886,116.21,True,30.25,3.41,0.44,2025-09-11 10:51:48.658216,avide,115.77,True
trader_000,mean_reversion,GOOGL,BUY,6753.26,1477.2689444664168,77.38,True,45.61,3.0,0.09,2025-09-11 10:29:51.531892,confiant,77.28999999999999,True
trader_000,swing_trading,MSFT,SELL,4946.52,1268.4619997058576,-282.62,False,34.08,2.42,0.56,2025-09-11 11:47:21.864676,avide,-283.18,False
trader_000,swing_trading,MSFT,SELL,3932.88,388.83611930722856,-291.56,False,67.53,2.1,0.95,2025-09-11 13:00:22.939972,peureux,-292.51,False
trader_000,mean_reversion,AMZN,SELL,6078.66,1839.2091153084016,122.55,True,29.15,2.67,0.16,2025-09-12 07:40:05.710279,confiant,122.39,True
trader_000,mean_reversion,NVDA,SELL,5699.7,1107.5966883797905,-60.82,False,36.73,3.41,0.29,2025-09-12 12:41:40.994676,peureux,-61.11,False
trader_000,mean_reversion,AAPL,BUY,5027.87,359.4964815435467,-109.69,False,6.84,3.17,0.5,2025-09-12 14:32:18.934971,confiant,-110.19,False
trader_000,mean_reversion,NVDA,SELL,5989.7,1649.1197576170655,90.51,True,19.03,2.71,0.1,2025-09-12 13:05:58.374047,avide,90.41000000000001,True
trader_000,mean_reversion,EUR/USD,BUY,5017.62,1715.4733060370093,-41.43,False,9.4,2.59,0.08,2025-09-12 13:40:29.897672,calme,-41.51,False
trader_000,mean_reversion,AMZN,SELL,6967.61,1236.7734468656322,66.24,True,32.08,1.29,0.29,2025-09-12 09:23:30.962695,avide,65.94999999999999,True
trader_000,mean_reversion,AAPL,SELL,6041.13,887.6198922930089,52.9,True,8.16,1.25,0.24,2025-09-12 11:29:38.425842,avide,52.66,True
trader_000,swing_trading,TSLA,BUY,6374.93,549.8702302066131,416.48,True,39.24,1.44,2.01,2025-09-12 12:38:38.005725,peureux,414.47,True
trader_000,swing_trading,MSFT,BUY,3321.92,1735.1883261048106,451.7,True,46.18,2.71,2.03,2025-09-12 13:57:19.699008,avide,449.67,True
trader_000,swing_trading,AMZN,BUY,4730.41,1544.3232227472251,468.45,True,36.16,3.12,0.57,2025-09-12 12:42:45.653073,peureux,467.88,True
trader_000,mean_reversion,NVDA,BUY,3266.11,1560.2262985238997,127.14,True,21.83,2.73,0.27,2025-09-13 13:00:46.074692,nerveux,126.87,True
trader_000,mean_reversion,AMZN,BUY,5018.9,1434.4951522089798,50.86,True,31.88,2.78,0.23,2025-09-13 13:05:22.308334,confiant,50.63,True
trader_000,swing_trading,TSLA,BUY,3140.53,492.8219511740789,-364.22,False,29.56,1.59,1.64,2025-09-13 08:45:58.317328,avide,-365.86,False
trader_000,mean_reversion,NVDA,BUY,2883.18,1843.7735514288158,129.44,True,32.37,1.43,0.24,2025-09-14 12:02:36.109462,peureux,129.2,True
trader_000,mean_reversion,GOOGL,SELL,5768.41,1511.3401065762014,38.02,True,34.88,2.48,0.07,2025-09-14 08:34:53.723509,nerveux,37.95,True
trader_000,mean_reversion,EUR/USD,SELL,5318.03,1145.830222895924,-81.64,False,3.09,1.3,0.19,2025-09-14 11:04:03.762500,nerveux,-81.83,False
trader_000,mean_reversion,AMZN,BUY,3009.66,81.91715654873038,-94.09,False,40.33,2.99,0.15,2025-09-14 09:42:23.835063,confiant,-94.24000000000001,False
trader_000,mean_reversion,META,BUY,7935.42,1962.3036591074651,-94.94,False,18.94,2.04,0.19,2025-09-14 14:29:50.698956,avide,-95.13,False
trader_000,mean_reversion,AAPL,SELL,2740.03,120.47446964799727,-78.31,False,20.21,3.21,0.29,2025-09-14 08:15:22.513366,confiant,-78.60000000000001,False
trader_000,mean_reversion,AMZN,BUY,5896.96,226.1007150225719,-53.62,False,38.54,3.35,0.27,2025-09-14 09:56:25.054221,avide,-53.89,False
trader_000,swing_trading,NVDA,SELL,5244.55,197.0634449778735,277.32,True,78.49,2.71,0.33,2025-09-14 07:52:53.377529,peureux,276.99,True
trader_000,mean_reversion,EUR/USD,BUY,3904.53,1922.3687424052516,-80.8,False,23.59,2.66,0.15,2025-09-15 13:39:21.023183,nerveux,-80.95,False
trader_000,mean_reversion,MSFT,BUY,7187.61,1726.9465897135178,-116.22,False,29.92,3.44,0.57,2025-09-15 08:24:20.108372,avide,-116.78999999999999,False
trader_000,mean_reversion,EUR/USD,SELL,6714.42,311.09632604769763,-106.36,False,7.17,1.93,0.31,2025-09-15 12:59:39.662618,confiant,-106.67,False
trader_000,swing_trading,TSLA,SELL,6257.61,435.91671561143716,-229.52,False,30.64,2.13,0.6,2025-09-15 11:05:39.306295,peureux,-230.12,False
trader_000,mean_reversion,EUR/USD,SELL,4956.01,520.0384678968641,-91.26,False,42.9,2.52,0.1,2025-09-16 13:19:01.051396,calme,-91.36,False
trader_000,mean_reversion,AAPL,SELL,7570.96,1552.1897704080002,100.04,True,38.99,1.4,0.25,2025-09-16 10:00:56.620833,nerveux,99.79,True
trader_000,mean_reversion,AAPL,BUY,3909.22,403.02436608131893,-114.04,False,40.97,2.72,0.44,2025-09-16 12:44:42.324470,calme,-114.48,False
trader_000,mean_reversion,AAPL,SELL,2869.63,1457.192508933576,-32.92,False,27.29,1.52,0.1,2025-09-16 08:19:52.443821,peureux,-33.02,False
trader_000,mean_reversion,AMZN,SELL,4245.89,1027.3506235284444,-92.7,False,33.63,2.86,0.36,2025-09-16 14:19:13.682304,peureux,-93.06,False
trader_000,swing_trading,NVDA,SELL,4266.99,1442.4347613101177,-221.82,False,142.5,2.19,0.32,2025-09-16 10:24:24.054206,nerveux,-222.14,False
trader_000,swing_trading,GOOGL,SELL,7819.9,896.0633059837979,-184.42,False,157.19,1.25,0.23,2025-09-16 11:15:32.416818,calme,-184.64999999999998,False
trader_000,mean_reversion,NVDA,SELL,3801.95,509.97426590409833,-73.36,False,37.78,1.47,0.19,2025-09-17 11:50:36.211917,confiant,-73.55,False
trader_000,mean_reversion,BTC-USD,BUY,7982.66,762.1449106237617,-35.17,False,42.03,1.63,0.11,2025-09-17 08:22:43.604319,avide,-35.28,False
trader_000,mean_reversion,NVDA,BUY,5836.24,1365.9302073956728,-108.63,False,35.46,3.14,0.38,2025-09-17 09:28:54.022887,avide,-109.00999999999999,False
trader_000,mean_reversion,GOOGL,BUY,6448.91,1621.8492689995826,-57.83,False,26.86,2.29,0.17,2025-09-17 08:15:19.244144,nerveux,-58.0,False
trader_000,mean_reversion,EUR/USD,BUY,4178.7,1895.3214797345568,-77.71,False,42.12,2.14,0.12,2025-09-17 11:17:54.040727,avide,-77.83,False
trader_000,mean_reversion,NVDA,SELL,6408.76,1156.206362390939,49.19,True,40.51,2.4,0.15,2025-09-17 08:23:05.353976,avide,49.04,True
trader_000,mean_reversion,MSFT,BUY,3031.75,1051.7643363900975,-49.67,False,41.43,2.22,0.2,2025-09-17 13:25:14.902321,avide,-49.870000000000005,False
trader_000,swing_trading,ETH-USD,SELL,3645.79,744.3845101614411,147.27,True,96.33,3.41,0.52,2025-09-17 12:56:43.835908,avide,146.75,True
trader_000,swing_trading,EUR/USD,SELL,4791.25,1446.5225517365914,413.15,True,131.58,3.16,0.93,2025-09-17 11:12:56.254710,avide,412.21999999999997,True
